equipment_usage_id,time_id,date,day,day_name,month,year,site_name,region,latitude,longitude,equipment_name,equipment_type,manufacture,model,capacity,purchase_date,operating_hours,downtime_hours,fuel_consumption,maintenance_cost,created_at,created_by
382,20240830,2024-08-30,30,Friday,8,2024,Tambang Nikel E,Maluku,-2.789,129.4567,Excavator EX-001,Excavator,Komatsu,PC200,20,2022-01-01,291,10,1449,605238,2024-08-30 08:00:00,IoT
383,20240831,2024-08-31,31,Saturday,8,2024,Tambang Batu D,Sulawesi,-3.1234,120.1234,Excavator EX-001,Excavator,Komatsu,PC200,20,2022-01-01,338,14,1492,604390,2024-08-31 08:00:00,IoT
384,20240831,2024-08-31,31,Saturday,8,2024,Tambang Batu D,Sulawesi,-3.1234,120.1234,Grader GD-005,Grader,Caterpillar,140GC,25,2022-01-05,290,10,1263,528565,2024-08-31 08:00:00,IoT
385,20240901,2024-09-01,1,Sunday,9,2024,Tambang Batu D,Sulawesi,-3.1234,120.1234,Grader GD-005,Grader,Caterpillar,140GC,25,2022-01-05,297,21,1290,578191,2024-09-01 08:00:00,IoT
386,20240902,2024-09-02,2,Monday,9,2024,Area Tambang C,Papua,-4.1234,138.1234,Dump Truck DT-003,Dump Truck,Volvo,A40G,40,2022-01-03,310,3,1732,597391,2024-09-02 08:00:00,IoT
387,20240902,2024-09-02,2,Monday,9,2024,Quarry A,Sumatera,-5.1234,105.1234,Bulldozer BD-002,Bulldozer,Caterpillar,D6R,35,2022-01-12,314,23,1646,712364,2024-09-02 08:00:00,IoT
388,20240903,2024-09-03,3,Tuesday,9,2024,Pit Selatan F,Kalimantan,-1.8901,115.2345,Bulldozer BD-002,Bulldozer,Caterpillar,D6R,35,2022-01-12,277,3,1666,814699,2024-09-03 08:00:00,IoT
389,20240904,2024-09-04,4,Wednesday,9,2024,Pit Selatan F,Kalimantan,-1.8901,115.2345,Excavator EX-001,Excavator,Komatsu,PC200,20,2022-01-01,310,3,1433,590807,2024-09-04 08:00:00,IoT
390,20240904,2024-09-04,4,Wednesday,9,2024,Area Tambang C,Papua,-4.1234,138.1234,Grader GD-005,Grader,Caterpillar,140GC,25,2022-01-05,279,14,1340,461098,2024-09-04 08:00:00,IoT
391,20240905,2024-09-05,5,Thursday,9,2024,Area Tambang C,Papua,-4.1234,138.1234,Bulldozer BD-002,Bulldozer,Caterpillar,D6R,35,2022-01-12,289,15,1577,872964,2024-09-05 08:00:00,IoT
392,20240905,2024-09-05,5,Thursday,9,2024,Quarry A,Sumatera,-5.1234,105.1234,Excavator EX-001,Excavator,Komatsu,PC200,20,2022-01-01,312,23,1569,696204,2024-09-05 08:00:00,IoT
393,20240906,2024-09-06,6,Friday,9,2024,Tambang Nikel E,Maluku,-2.789,129.4567,Dump Truck DT-003,Dump Truck,Volvo,A40G,40,2022-01-03,319,13,1655,802569,2024-09-06 08:00:00,IoT
394,20240907,2024-09-07,7,Saturday,9,2024,Pit Selatan F,Kalimantan,-1.8901,115.2345,Dump Truck DT-003,Dump Truck,Volvo,A40G,40,2022-01-03,355,25,1741,686916,2024-09-07 08:00:00,IoT
395,20240907,2024-09-07,7,Saturday,9,2024,Pit Selatan F,Kalimantan,-1.8901,115.2345,Dump Truck DT-003,Dump Truck,Volvo,A40G,40,2022-01-03,312,10,1676,821210,2024-09-07 08:00:00,IoT
396,20240908,2024-09-08,8,Sunday,9,2024,Quarry A,Sumatera,-5.1234,105.1234,Grader GD-005,Grader,Caterpillar,140GC,25,2022-01-05,291,3,1363,528456,2024-09-08 08:00:00,IoT
397,20240909,2024-09-09,9,Monday,9,2024,Tambang Batu D,Sulawesi,-3.1234,120.1234,Dump Truck DT-003,Dump Truck,Volvo,A40G,40,2022-01-03,316,4,1814,762126,2024-09-09 08:00:00,IoT
398,20240909,2024-09-09,9,Monday,9,2024,Pit Selatan F,Kalimantan,-1.8901,115.2345,Grader GD-005,Grader,Caterpillar,140GC,25,2022-01-05,264,10,1375,540460,2024-09-09 08:00:00,IoT
399,20240910,2024-09-10,10,Tuesday,9,2024,Tambang Nikel E,Maluku,-2.789,129.4567,Hydraulic Shovel HS-006,Hydraulic Shovel,Liebherr,R 9600,50,2022-01-02,360,12,2143,887955,2024-09-10 08:00:00,IoT
400,20240910,2024-09-10,10,Tuesday,9,2024,Site Batu B,Kalimantan,-1.2345,116.1234,Hydraulic Shovel HS-006,Hydraulic Shovel,Liebherr,R 9600,50,2022-01-02,323,7,1950,751172,2024-09-10 08:00:00,IoT
401,20240911,2024-09-11,11,Wednesday,9,2024,Area Tambang C,Papua,-4.1234,138.1234,Hydraulic Shovel HS-006,Hydraulic Shovel,Liebherr,R 9600,50,2022-01-02,323,5,2148,875968,2024-09-11 08:00:00,IoT
402,20240912,2024-09-12,12,Thursday,9,2024,Area Tambang C,Papua,-4.1234,138.1234,Bulldozer BD-002,Bulldozer,Caterpillar,D6R,35,2022-01-12,307,13,1578,820448,2024-09-12 08:00:00,IoT
403,20240912,2024-09-12,12,Thursday,9,2024,Area Tambang C,Papua,-4.1234,138.1234,Grader GD-005,Grader,Caterpillar,140GC,25,2022-01-05,277,18,1437,573140,2024-09-12 08:00:00,IoT
404,20240913,2024-09-13,13,Friday,9,2024,Pit Selatan F,Kalimantan,-1.8901,115.2345,Grader GD-005,Grader,Caterpillar,140GC,25,2022-01-05,249,19,1441,583157,2024-09-13 08:00:00,IoT
405,20240914,2024-09-14,14,Saturday,9,2024,Pit Selatan F,Kalimantan,-1.8901,115.2345,Wheel Loader WL-004,Wheel Loader,Hitachi,ZW310,30,2022-01-02,303,7,1452,616587,2024-09-14 08:00:00,IoT
406,20240914,2024-09-14,14,Saturday,9,2024,Site Batu B,Kalimantan,-1.2345,116.1234,Dump Truck DT-003,Dump Truck,Volvo,A40G,40,2022-01-03,326,13,1891,789899,2024-09-14 08:00:00,IoT
407,20240915,2024-09-15,15,Sunday,9,2024,Pit Selatan F,Kalimantan,-1.8901,115.2345,Bulldozer BD-002,Bulldozer,Caterpillar,D6R,35,2022-01-12,309,23,1520,855632,2024-09-15 08:00:00,IoT
408,20240916,2024-09-16,16,Monday,9,2024,Area Tambang C,Papua,-4.1234,138.1234,Hydraulic Shovel HS-006,Hydraulic Shovel,Liebherr,R 9600,50,2022-01-02,307,9,1802,937006,2024-09-16 08:00:00,IoT
409,20240916,2024-09-16,16,Monday,9,2024,Site Batu B,Kalimantan,-1.2345,116.1234,Grader GD-005,Grader,Caterpillar,140GC,25,2022-01-05,260,5,1450,555838,2024-09-16 08:00:00,IoT
410,20240917,2024-09-17,17,Tuesday,9,2024,Tambang Nikel E,Maluku,-2.789,129.4567,Wheel Loader WL-004,Wheel Loader,Hitachi,ZW310,30,2022-01-02,310,18,1519,611494,2024-09-17 08:00:00,IoT
411,20240917,2024-09-17,17,Tuesday,9,2024,Quarry A,Sumatera,-5.1234,105.1234,Excavator EX-001,Excavator,Komatsu,PC200,20,2022-01-01,314,13,1451,695612,2024-09-17 08:00:00,IoT
412,20240918,2024-09-18,18,Wednesday,9,2024,Tambang Nikel E,Maluku,-2.789,129.4567,Bulldozer BD-002,Bulldozer,Caterpillar,D6R,35,2022-01-12,261,10,1673,602162,2024-09-18 08:00:00,IoT
413,20240919,2024-09-19,19,Thursday,9,2024,Pit Selatan F,Kalimantan,-1.8901,115.2345,Dump Truck DT-003,Dump Truck,Volvo,A40G,40,2022-01-03,319,19,1666,603848,2024-09-19 08:00:00,IoT
414,20240919,2024-09-19,19,Thursday,9,2024,Area Tambang C,Papua,-4.1234,138.1234,Bulldozer BD-002,Bulldozer,Caterpillar,D6R,35,2022-01-12,264,17,1511,756343,2024-09-19 08:00:00,IoT
415,20240920,2024-09-20,20,Friday,9,2024,Tambang Nikel E,Maluku,-2.789,129.4567,Grader GD-005,Grader,Caterpillar,140GC,25,2022-01-05,307,7,1372,463682,2024-09-20 08:00:00,IoT
416,20240921,2024-09-21,21,Saturday,9,2024,Tambang Batu D,Sulawesi,-3.1234,120.1234,Dump Truck DT-003,Dump Truck,Volvo,A40G,40,2022-01-03,348,15,1696,636446,2024-09-21 08:00:00,IoT
417,20240921,2024-09-21,21,Saturday,9,2024,Site Batu B,Kalimantan,-1.2345,116.1234,Bulldozer BD-002,Bulldozer,Caterpillar,D6R,35,2022-01-12,306,3,1533,710724,2024-09-21 08:00:00,IoT
418,20240922,2024-09-22,22,Sunday,9,2024,Tambang Nikel E,Maluku,-2.789,129.4567,Bulldozer BD-002,Bulldozer,Caterpillar,D6R,35,2022-01-12,267,23,1593,619589,2024-09-22 08:00:00,IoT
419,20240923,2024-09-23,23,Monday,9,2024,Tambang Nikel E,Maluku,-2.789,129.4567,Grader GD-005,Grader,Caterpillar,140GC,25,2022-01-05,246,23,1224,523531,2024-09-23 08:00:00,IoT
420,20240923,2024-09-23,23,Monday,9,2024,Quarry A,Sumatera,-5.1234,105.1234,Excavator EX-001,Excavator,Komatsu,PC200,20,2022-01-01,324,15,1429,718510,2024-09-23 08:00:00,IoT
421,20240924,2024-09-24,24,Tuesday,9,2024,Tambang Nikel E,Maluku,-2.789,129.4567,Dump Truck DT-003,Dump Truck,Volvo,A40G,40,2022-01-03,330,24,1678,657738,2024-09-24 08:00:00,IoT
422,20240924,2024-09-24,24,Tuesday,9,2024,Quarry A,Sumatera,-5.1234,105.1234,Dump Truck DT-003,Dump Truck,Volvo,A40G,40,2022-01-03,326,22,1651,822791,2024-09-24 08:00:00,IoT
423,20240925,2024-09-25,25,Wednesday,9,2024,Pit Selatan F,Kalimantan,-1.8901,115.2345,Bulldozer BD-002,Bulldozer,Caterpillar,D6R,35,2022-01-12,286,22,1526,868217,2024-09-25 08:00:00,IoT
424,20240926,2024-09-26,26,Thursday,9,2024,Area Tambang C,Papua,-4.1234,138.1234,Excavator EX-001,Excavator,Komatsu,PC200,20,2022-01-01,330,22,1427,760958,2024-09-26 08:00:00,IoT
425,20240926,2024-09-26,26,Thursday,9,2024,Area Tambang C,Papua,-4.1234,138.1234,Grader GD-005,Grader,Caterpillar,140GC,25,2022-01-05,265,12,1383,534401,2024-09-26 08:00:00,IoT
426,20240927,2024-09-27,27,Friday,9,2024,Quarry A,Sumatera,-5.1234,105.1234,Grader GD-005,Grader,Caterpillar,140GC,25,2022-01-05,303,13,1306,530408,2024-09-27 08:00:00,IoT
427,20240928,2024-09-28,28,Saturday,9,2024,Quarry A,Sumatera,-5.1234,105.1234,Excavator EX-001,Excavator,Komatsu,PC200,20,2022-01-01,322,24,1422,557897,2024-09-28 08:00:00,IoT
428,20240928,2024-09-28,28,Saturday,9,2024,Site Batu B,Kalimantan,-1.2345,116.1234,Excavator EX-001,Excavator,Komatsu,PC200,20,2022-01-01,329,6,1530,539346,2024-09-28 08:00:00,IoT
429,20240929,2024-09-29,29,Sunday,9,2024,Area Tambang C,Papua,-4.1234,138.1234,Hydraulic Shovel HS-006,Hydraulic Shovel,Liebherr,R 9600,50,2022-01-02,329,17,2033,855200,2024-09-29 08:00:00,IoT
430,20240930,2024-09-30,30,Monday,9,2024,Quarry A,Sumatera,-5.1234,105.1234,Bulldozer BD-002,Bulldozer,Caterpillar,D6R,35,2022-01-12,315,24,1510,752340,2024-09-30 08:00:00,IoT
431,20240930,2024-09-30,30,Monday,9,2024,Tambang Batu D,Sulawesi,-3.1234,120.1234,Hydraulic Shovel HS-006,Hydraulic Shovel,Liebherr,R 9600,50,2022-01-02,314,7,1848,724059,2024-09-30 08:00:00,IoT
432,20241001,2024-10-01,1,Tuesday,10,2024,Pit Selatan F,Kalimantan,-1.8901,115.2345,Bulldozer BD-002,Bulldozer,Caterpillar,D6R,35,2022-01-12,281,11,1591,829488,2024-10-01 08:00:00,IoT
433,20241001,2024-10-01,1,Tuesday,10,2024,Pit Selatan F,Kalimantan,-1.8901,115.2345,Excavator EX-001,Excavator,Komatsu,PC200,20,2022-01-01,303,15,1487,595876,2024-10-01 08:00:00,IoT
434,20241002,2024-10-02,2,Wednesday,10,2024,Tambang Batu D,Sulawesi,-3.1234,120.1234,Dump Truck DT-003,Dump Truck,Volvo,A40G,40,2022-01-03,353,16,1797,800738,2024-10-02 08:00:00,IoT
435,20241003,2024-10-03,3,Thursday,10,2024,Site Batu B,Kalimantan,-1.2345,116.1234,Excavator EX-001,Excavator,Komatsu,PC200,20,2022-01-01,288,6,1578,530747,2024-10-03 08:00:00,IoT
436,20241003,2024-10-03,3,Thursday,10,2024,Tambang Nikel E,Maluku,-2.789,129.4567,Wheel Loader WL-004,Wheel Loader,Hitachi,ZW310,30,2022-01-02,321,22,1591,629723,2024-10-03 08:00:00,IoT
437,20241004,2024-10-04,4,Friday,10,2024,Area Tambang C,Papua,-4.1234,138.1234,Grader GD-005,Grader,Caterpillar,140GC,25,2022-01-05,243,6,1266,476636,2024-10-04 08:00:00,IoT
438,20241005,2024-10-05,5,Saturday,10,2024,Tambang Batu D,Sulawesi,-3.1234,120.1234,Wheel Loader WL-004,Wheel Loader,Hitachi,ZW310,30,2022-01-02,272,13,1332,537160,2024-10-05 08:00:00,IoT
439,20241005,2024-10-05,5,Saturday,10,2024,Pit Selatan F,Kalimantan,-1.8901,115.2345,Hydraulic Shovel HS-006,Hydraulic Shovel,Liebherr,R 9600,50,2022-01-02,367,24,2192,996229,2024-10-05 08:00:00,IoT
440,20241006,2024-10-06,6,Sunday,10,2024,Area Tambang C,Papua,-4.1234,138.1234,Grader GD-005,Grader,Caterpillar,140GC,25,2022-01-05,306,10,1248,463468,2024-10-06 08:00:00,IoT
441,20241007,2024-10-07,7,Monday,10,2024,Area Tambang C,Papua,-4.1234,138.1234,Hydraulic Shovel HS-006,Hydraulic Shovel,Liebherr,R 9600,50,2022-01-02,349,4,1876,992733,2024-10-07 08:00:00,IoT
442,20241007,2024-10-07,7,Monday,10,2024,Pit Selatan F,Kalimantan,-1.8901,115.2345,Bulldozer BD-002,Bulldozer,Caterpillar,D6R,35,2022-01-12,292,5,1620,859960,2024-10-07 08:00:00,IoT
443,20241008,2024-10-08,8,Tuesday,10,2024,Tambang Batu D,Sulawesi,-3.1234,120.1234,Dump Truck DT-003,Dump Truck,Volvo,A40G,40,2022-01-03,315,19,1769,695834,2024-10-08 08:00:00,IoT
444,20241008,2024-10-08,8,Tuesday,10,2024,Tambang Nikel E,Maluku,-2.789,129.4567,Hydraulic Shovel HS-006,Hydraulic Shovel,Liebherr,R 9600,50,2022-01-02,348,17,2006,823207,2024-10-08 08:00:00,IoT
445,20241009,2024-10-09,9,Wednesday,10,2024,Tambang Nikel E,Maluku,-2.789,129.4567,Wheel Loader WL-004,Wheel Loader,Hitachi,ZW310,30,2022-01-02,275,6,1555,634392,2024-10-09 08:00:00,IoT
446,20241010,2024-10-10,10,Thursday,10,2024,Pit Selatan F,Kalimantan,-1.8901,115.2345,Hydraulic Shovel HS-006,Hydraulic Shovel,Liebherr,R 9600,50,2022-01-02,302,4,1852,911518,2024-10-10 08:00:00,IoT
447,20241010,2024-10-10,10,Thursday,10,2024,Tambang Nikel E,Maluku,-2.789,129.4567,Excavator EX-001,Excavator,Komatsu,PC200,20,2022-01-01,332,20,1423,659697,2024-10-10 08:00:00,IoT
448,20241011,2024-10-11,11,Friday,10,2024,Pit Selatan F,Kalimantan,-1.8901,115.2345,Hydraulic Shovel HS-006,Hydraulic Shovel,Liebherr,R 9600,50,2022-01-02,358,10,1974,890496,2024-10-11 08:00:00,IoT
449,20241012,2024-10-12,12,Saturday,10,2024,Tambang Batu D,Sulawesi,-3.1234,120.1234,Dump Truck DT-003,Dump Truck,Volvo,A40G,40,2022-01-03,335,17,1842,740470,2024-10-12 08:00:00,IoT
450,20241012,2024-10-12,12,Saturday,10,2024,Quarry A,Sumatera,-5.1234,105.1234,Hydraulic Shovel HS-006,Hydraulic Shovel,Liebherr,R 9600,50,2022-01-02,328,23,1801,878969,2024-10-12 08:00:00,IoT
451,20241013,2024-10-13,13,Sunday,10,2024,Area Tambang C,Papua,-4.1234,138.1234,Grader GD-005,Grader,Caterpillar,140GC,25,2022-01-05,306,4,1391,534050,2024-10-13 08:00:00,IoT
452,20241014,2024-10-14,14,Monday,10,2024,Site Batu B,Kalimantan,-1.2345,116.1234,Wheel Loader WL-004,Wheel Loader,Hitachi,ZW310,30,2022-01-02,278,22,1509,456078,2024-10-14 08:00:00,IoT
453,20241014,2024-10-14,14,Monday,10,2024,Site Batu B,Kalimantan,-1.2345,116.1234,Excavator EX-001,Excavator,Komatsu,PC200,20,2022-01-01,339,9,1500,613030,2024-10-14 08:00:00,IoT
454,20241015,2024-10-15,15,Tuesday,10,2024,Area Tambang C,Papua,-4.1234,138.1234,Excavator EX-001,Excavator,Komatsu,PC200,20,2022-01-01,328,24,1506,524379,2024-10-15 08:00:00,IoT
455,20241015,2024-10-15,15,Tuesday,10,2024,Quarry A,Sumatera,-5.1234,105.1234,Wheel Loader WL-004,Wheel Loader,Hitachi,ZW310,30,2022-01-02,299,3,1558,470588,2024-10-15 08:00:00,IoT
456,20241016,2024-10-16,16,Wednesday,10,2024,Pit Selatan F,Kalimantan,-1.8901,115.2345,Excavator EX-001,Excavator,Komatsu,PC200,20,2022-01-01,315,8,1510,753195,2024-10-16 08:00:00,IoT
457,20241017,2024-10-17,17,Thursday,10,2024,Tambang Nikel E,Maluku,-2.789,129.4567,Bulldozer BD-002,Bulldozer,Caterpillar,D6R,35,2022-01-12,306,24,1532,654292,2024-10-17 08:00:00,IoT
458,20241017,2024-10-17,17,Thursday,10,2024,Tambang Nikel E,Maluku,-2.789,129.4567,Dump Truck DT-003,Dump Truck,Volvo,A40G,40,2022-01-03,332,25,1796,769500,2024-10-17 08:00:00,IoT
459,20241018,2024-10-18,18,Friday,10,2024,Site Batu B,Kalimantan,-1.2345,116.1234,Dump Truck DT-003,Dump Truck,Volvo,A40G,40,2022-01-03,325,7,1775,704231,2024-10-18 08:00:00,IoT
460,20241019,2024-10-19,19,Saturday,10,2024,Tambang Batu D,Sulawesi,-3.1234,120.1234,Grader GD-005,Grader,Caterpillar,140GC,25,2022-01-05,305,20,1353,571006,2024-10-19 08:00:00,IoT
461,20241019,2024-10-19,19,Saturday,10,2024,Area Tambang C,Papua,-4.1234,138.1234,Hydraulic Shovel HS-006,Hydraulic Shovel,Liebherr,R 9600,50,2022-01-02,370,9,2123,813950,2024-10-19 08:00:00,IoT
462,20241020,2024-10-20,20,Sunday,10,2024,Pit Selatan F,Kalimantan,-1.8901,115.2345,Dump Truck DT-003,Dump Truck,Volvo,A40G,40,2022-01-03,343,23,1776,619558,2024-10-20 08:00:00,IoT
463,20241021,2024-10-21,21,Monday,10,2024,Tambang Nikel E,Maluku,-2.789,129.4567,Grader GD-005,Grader,Caterpillar,140GC,25,2022-01-05,281,20,1259,549432,2024-10-21 08:00:00,IoT
464,20241021,2024-10-21,21,Monday,10,2024,Tambang Nikel E,Maluku,-2.789,129.4567,Grader GD-005,Grader,Caterpillar,140GC,25,2022-01-05,293,3,1473,424954,2024-10-21 08:00:00,IoT
465,20241022,2024-10-22,22,Tuesday,10,2024,Quarry A,Sumatera,-5.1234,105.1234,Excavator EX-001,Excavator,Komatsu,PC200,20,2022-01-01,304,4,1437,527821,2024-10-22 08:00:00,IoT
466,20241022,2024-10-22,22,Tuesday,10,2024,Area Tambang C,Papua,-4.1234,138.1234,Bulldozer BD-002,Bulldozer,Caterpillar,D6R,35,2022-01-12,278,4,1674,731366,2024-10-22 08:00:00,IoT
467,20241023,2024-10-23,23,Wednesday,10,2024,Area Tambang C,Papua,-4.1234,138.1234,Bulldozer BD-002,Bulldozer,Caterpillar,D6R,35,2022-01-12,308,17,1638,616937,2024-10-23 08:00:00,IoT
468,20241024,2024-10-24,24,Thursday,10,2024,Tambang Nikel E,Maluku,-2.789,129.4567,Hydraulic Shovel HS-006,Hydraulic Shovel,Liebherr,R 9600,50,2022-01-02,328,10,2180,994267,2024-10-24 08:00:00,IoT
469,20241024,2024-10-24,24,Thursday,10,2024,Pit Selatan F,Kalimantan,-1.8901,115.2345,Dump Truck DT-003,Dump Truck,Volvo,A40G,40,2022-01-03,344,16,1624,750059,2024-10-24 08:00:00,IoT
470,20241025,2024-10-25,25,Friday,10,2024,Pit Selatan F,Kalimantan,-1.8901,115.2345,Dump Truck DT-003,Dump Truck,Volvo,A40G,40,2022-01-03,335,11,1627,556797,2024-10-25 08:00:00,IoT
471,20241026,2024-10-26,26,Saturday,10,2024,Tambang Nikel E,Maluku,-2.789,129.4567,Wheel Loader WL-004,Wheel Loader,Hitachi,ZW310,30,2022-01-02,323,21,1415,592802,2024-10-26 08:00:00,IoT
472,20241026,2024-10-26,26,Saturday,10,2024,Pit Selatan F,Kalimantan,-1.8901,115.2345,Grader GD-005,Grader,Caterpillar,140GC,25,2022-01-05,265,8,1299,427116,2024-10-26 08:00:00,IoT
473,20241027,2024-10-27,27,Sunday,10,2024,Quarry A,Sumatera,-5.1234,105.1234,Bulldozer BD-002,Bulldozer,Caterpillar,D6R,35,2022-01-12,271,15,1688,869403,2024-10-27 08:00:00,IoT
474,20241028,2024-10-28,28,Monday,10,2024,Tambang Batu D,Sulawesi,-3.1234,120.1234,Dump Truck DT-003,Dump Truck,Volvo,A40G,40,2022-01-03,335,21,1735,618192,2024-10-28 08:00:00,IoT
475,20241028,2024-10-28,28,Monday,10,2024,Area Tambang C,Papua,-4.1234,138.1234,Excavator EX-001,Excavator,Komatsu,PC200,20,2022-01-01,301,7,1519,581162,2024-10-28 08:00:00,IoT
476,20241029,2024-10-29,29,Tuesday,10,2024,Area Tambang C,Papua,-4.1234,138.1234,Grader GD-005,Grader,Caterpillar,140GC,25,2022-01-05,246,21,1354,478594,2024-10-29 08:00:00,IoT
477,20241029,2024-10-29,29,Tuesday,10,2024,Area Tambang C,Papua,-4.1234,138.1234,Excavator EX-001,Excavator,Komatsu,PC200,20,2022-01-01,330,10,1581,666649,2024-10-29 08:00:00,IoT
478,20241030,2024-10-30,30,Wednesday,10,2024,Tambang Nikel E,Maluku,-2.789,129.4567,Excavator EX-001,Excavator,Komatsu,PC200,20,2022-01-01,330,20,1529,583556,2024-10-30 08:00:00,IoT
479,20241031,2024-10-31,31,Thursday,10,2024,Tambang Batu D,Sulawesi,-3.1234,120.1234,Excavator EX-001,Excavator,Komatsu,PC200,20,2022-01-01,302,13,1456,611858,2024-10-31 08:00:00,IoT
480,20241031,2024-10-31,31,Thursday,10,2024,Area Tambang C,Papua,-4.1234,138.1234,Dump Truck DT-003,Dump Truck,Volvo,A40G,40,2022-01-03,313,23,1871,798961,2024-10-31 08:00:00,IoT
481,20241101,2024-11-01,1,Friday,11,2024,Quarry A,Sumatera,-5.1234,105.1234,Hydraulic Shovel HS-006,Hydraulic Shovel,Liebherr,R 9600,50,2022-01-02,344,22,2028,826011,2024-11-01 08:00:00,IoT
482,20241102,2024-11-02,2,Saturday,11,2024,Tambang Nikel E,Maluku,-2.789,129.4567,Bulldozer BD-002,Bulldozer,Caterpillar,D6R,35,2022-01-12,262,6,1674,768263,2024-11-02 08:00:00,IoT
483,20241102,2024-11-02,2,Saturday,11,2024,Area Tambang C,Papua,-4.1234,138.1234,Grader GD-005,Grader,Caterpillar,140GC,25,2022-01-05,276,14,1212,588901,2024-11-02 08:00:00,IoT
484,20241103,2024-11-03,3,Sunday,11,2024,Tambang Nikel E,Maluku,-2.789,129.4567,Wheel Loader WL-004,Wheel Loader,Hitachi,ZW310,30,2022-01-02,301,9,1322,555416,2024-11-03 08:00:00,IoT
485,20241104,2024-11-04,4,Monday,11,2024,Tambang Nikel E,Maluku,-2.789,129.4567,Excavator EX-001,Excavator,Komatsu,PC200,20,2022-01-01,340,20,1424,587763,2024-11-04 08:00:00,IoT
486,20241104,2024-11-04,4,Monday,11,2024,Quarry A,Sumatera,-5.1234,105.1234,Hydraulic Shovel HS-006,Hydraulic Shovel,Liebherr,R 9600,50,2022-01-02,308,16,1907,811765,2024-11-04 08:00:00,IoT
487,20241105,2024-11-05,5,Tuesday,11,2024,Quarry A,Sumatera,-5.1234,105.1234,Bulldozer BD-002,Bulldozer,Caterpillar,D6R,35,2022-01-12,294,5,1679,828189,2024-11-05 08:00:00,IoT
488,20241105,2024-11-05,5,Tuesday,11,2024,Pit Selatan F,Kalimantan,-1.8901,115.2345,Bulldozer BD-002,Bulldozer,Caterpillar,D6R,35,2022-01-12,261,5,1617,773914,2024-11-05 08:00:00,IoT
489,20241106,2024-11-06,6,Wednesday,11,2024,Quarry A,Sumatera,-5.1234,105.1234,Bulldozer BD-002,Bulldozer,Caterpillar,D6R,35,2022-01-12,310,21,1564,892596,2024-11-06 08:00:00,IoT
490,20241107,2024-11-07,7,Thursday,11,2024,Site Batu B,Kalimantan,-1.2345,116.1234,Dump Truck DT-003,Dump Truck,Volvo,A40G,40,2022-01-03,326,15,1798,786519,2024-11-07 08:00:00,IoT
491,20241107,2024-11-07,7,Thursday,11,2024,Area Tambang C,Papua,-4.1234,138.1234,Excavator EX-001,Excavator,Komatsu,PC200,20,2022-01-01,304,3,1572,562026,2024-11-07 08:00:00,IoT
492,20241108,2024-11-08,8,Friday,11,2024,Pit Selatan F,Kalimantan,-1.8901,115.2345,Grader GD-005,Grader,Caterpillar,140GC,25,2022-01-05,248,5,1499,361931,2024-11-08 08:00:00,IoT
493,20241109,2024-11-09,9,Saturday,11,2024,Tambang Nikel E,Maluku,-2.789,129.4567,Excavator EX-001,Excavator,Komatsu,PC200,20,2022-01-01,298,5,1575,657994,2024-11-09 08:00:00,IoT
494,20241109,2024-11-09,9,Saturday,11,2024,Tambang Batu D,Sulawesi,-3.1234,120.1234,Wheel Loader WL-004,Wheel Loader,Hitachi,ZW310,30,2022-01-02,295,20,1315,648506,2024-11-09 08:00:00,IoT
495,20241110,2024-11-10,10,Sunday,11,2024,Site Batu B,Kalimantan,-1.2345,116.1234,Hydraulic Shovel HS-006,Hydraulic Shovel,Liebherr,R 9600,50,2022-01-02,350,7,2079,854653,2024-11-10 08:00:00,IoT
496,20241110,2024-11-10,10,Sunday,11,2024,Pit Selatan F,Kalimantan,-1.8901,115.2345,Hydraulic Shovel HS-006,Hydraulic Shovel,Liebherr,R 9600,50,2022-01-02,347,7,1805,990206,2024-11-10 08:00:00,IoT
497,20241111,2024-11-11,11,Monday,11,2024,Quarry A,Sumatera,-5.1234,105.1234,Excavator EX-001,Excavator,Komatsu,PC200,20,2022-01-01,316,20,1552,706612,2024-11-11 08:00:00,IoT
498,20241112,2024-11-12,12,Tuesday,11,2024,Area Tambang C,Papua,-4.1234,138.1234,Bulldozer BD-002,Bulldozer,Caterpillar,D6R,35,2022-01-12,307,16,1689,780277,2024-11-12 08:00:00,IoT
499,20241112,2024-11-12,12,Tuesday,11,2024,Pit Selatan F,Kalimantan,-1.8901,115.2345,Grader GD-005,Grader,Caterpillar,140GC,25,2022-01-05,258,22,1282,398232,2024-11-12 08:00:00,IoT
500,20241113,2024-11-13,13,Wednesday,11,2024,Area Tambang C,Papua,-4.1234,138.1234,Bulldozer BD-002,Bulldozer,Caterpillar,D6R,35,2022-01-12,267,20,1546,897424,2024-11-13 08:00:00,IoT
501,20241114,2024-11-14,14,Thursday,11,2024,Pit Selatan F,Kalimantan,-1.8901,115.2345,Grader GD-005,Grader,Caterpillar,140GC,25,2022-01-05,249,11,1348,526078,2024-11-14 08:00:00,IoT
502,20241114,2024-11-14,14,Thursday,11,2024,Site Batu B,Kalimantan,-1.2345,116.1234,Hydraulic Shovel HS-006,Hydraulic Shovel,Liebherr,R 9600,50,2022-01-02,362,24,1969,887243,2024-11-14 08:00:00,IoT
503,20241115,2024-11-15,15,Friday,11,2024,Site Batu B,Kalimantan,-1.2345,116.1234,Excavator EX-001,Excavator,Komatsu,PC200,20,2022-01-01,298,13,1558,536599,2024-11-15 08:00:00,IoT
